scenario,route_id,route_class,total_frames,analyzed_frames,skipped_abnormal,signal_frames,possible_signal_color_frames,junction_frames,possible_junction_frames,nonsignal_junction_frames,red_signal_frames,yellow_signal_frames,green_signal_frames,stopline_crosswalk_frames,turn_marking_frames,max_signal_score,max_junction_score
ParkingExit,Town12_Rep0_2108_2_route0_01_08_09_27_00,no_visible_R4_R5,258,258,False,0,0,0,19,0,0,0,0,1,19,0.0,1.4166666666666667
ParkingExit,Town12_Rep0_2108_3_route0_01_09_16_23_22,R4_R5_shared,269,269,False,221,221,227,42,6,0,0,221,15,267,10.0,3.0
ParkingExit,Town12_Rep0_2179_0_route0_01_09_17_13_01,no_visible_R4_R5,102,102,False,0,0,0,1,0,0,0,0,1,1,0.0,3.0
ParkingExit,Town12_Rep0_2179_1_route0_01_08_18_58_22,R5_only,107,107,False,0,106,83,21,83,106,35,4,84,101,38.0,3.0
ParkingExit,Town12_Rep0_2179_2_route0_01_09_16_33_54,R5_only,116,116,False,0,61,17,78,17,61,7,4,18,90,11.0,3.0
ParkingExit,Town12_Rep0_2179_3_route0_01_08_12_55_05,R5_only,105,105,False,0,19,4,70,4,19,0,1,5,70,3.0,3.0
ParkingExit,Town12_Rep0_2601_0_route0_01_10_03_49_15,R4_R5_shared,319,319,False,169,177,270,49,101,154,0,29,267,317,6.0,3.0
ParkingExit,Town12_Rep0_2601_1_route0_01_11_00_09_34,R4_only,112,112,False,5,15,5,7,0,14,2,3,0,7,3.0,1.1666666666666667
ParkingExit,Town12_Rep0_2601_2_route0_01_09_12_43_28,R5_only,318,318,False,0,0,312,6,312,0,0,0,317,303,0.0,3.0
ParkingExit,Town12_Rep0_2601_3_route0_01_10_23_54_10,R4_R5_shared,114,114,False,65,69,99,12,34,11,2,61,98,101,13.0,3.0
ParkingExit,Town12_Rep0_2667_0_route0_01_08_20_41_24,no_visible_R4_R5,58,58,False,0,0,0,58,0,0,0,0,2,58,0.0,2.0
ParkingExit,Town12_Rep0_2667_1_route0_01_10_10_03_19,no_visible_R4_R5,58,58,False,0,0,0,7,0,0,0,0,0,7,0.0,1.25
ParkingExit,Town12_Rep0_2667_2_route0_01_10_13_36_38,no_visible_R4_R5,60,60,False,0,0,0,46,0,0,0,0,0,46,0.0,1.25
ParkingExit,Town12_Rep0_2667_3_route0_01_09_20_35_47,no_visible_R4_R5,59,59,False,0,1,0,58,0,1,0,0,48,58,1.0,3.0
ParkingExit,Town12_Rep0_3086_0_route0_01_10_14_11_52,no_visible_R4_R5,58,58,False,0,0,0,58,0,0,0,0,48,56,0.0,3.0
ParkingExit,Town12_Rep0_3086_1_route0_01_10_04_49_19,no_visible_R4_R5,58,58,False,0,0,0,57,0,0,0,0,13,55,0.0,2.2916666666666665
ParkingExit,Town12_Rep0_3086_2_route0_01_09_10_42_03,no_visible_R4_R5,57,57,False,0,0,0,4,0,0,0,0,0,4,0.0,1.1666666666666667
ParkingExit,Town12_Rep0_3198_0_route0_01_10_17_48_50,R4_R5_shared,90,90,False,65,65,67,17,2,1,0,64,46,75,13.0,3.0
ParkingExit,Town12_Rep0_3198_1_route0_01_09_11_09_05,R5_only,89,89,False,0,0,4,18,4,0,0,0,5,21,0.0,3.0
ParkingExit,Town12_Rep0_3198_2_route0_01_09_00_52_04,R4_only,86,86,False,13,13,14,72,1,0,0,13,3,85,4.0,3.0
ParkingExit,Town12_Rep0_3903_0_route0_01_08_21_37_57,R4_only,193,193,False,188,188,188,4,0,45,3,163,1,190,21.0,1.4583333333333333
ParkingExit,Town12_Rep0_3903_1_route0_01_09_09_08_25,no_visible_R4_R5,197,197,False,0,0,1,17,1,0,0,0,2,18,0.0,1.4583333333333335
ParkingExit,Town12_Rep0_3903_2_route0_01_09_17_43_58,R4_R5_shared,196,196,False,147,147,174,20,27,5,0,143,32,194,7.0,2.25
ParkingExit,Town12_Rep0_3903_3_route0_01_08_20_11_21,R4_only,196,196,False,188,188,188,7,0,0,0,188,3,184,15.0,1.75
ParkingExit,Town12_Rep0_4469_0_route0_01_09_13_16_06,R4_only,196,196,False,7,7,7,1,0,4,0,3,1,1,1.0,1.4166666666666665
ParkingExit,Town12_Rep0_4469_1_route0_01_10_06_38_10,R5_only,205,205,False,0,0,14,73,14,0,0,0,15,85,0.0,2.5
ParkingExit,Town12_Rep0_4469_2_route0_01_11_08_40_06,R4_R5_shared,211,211,False,5,5,18,58,13,2,0,3,14,67,1.0,2.5
ParkingExit,Town12_Rep0_4469_3_route0_01_09_09_49_17,R4_R5_shared,206,206,False,57,57,76,124,19,0,0,57,41,199,5.0,2.9166666666666665
ParkingExit,Town12_Rep0_65_0_route0_01_09_00_51_18,no_visible_R4_R5,57,57,False,0,57,0,47,0,56,24,40,4,44,26.0,3.0
ParkingExit,Town12_Rep0_65_1_route0_01_08_09_16_43,no_visible_R4_R5,60,60,False,0,1,0,60,0,1,0,1,60,55,4.0,3.0
ParkingExit,Town12_Rep0_65_2_route0_01_10_18_05_42,no_visible_R4_R5,56,56,False,0,54,0,55,0,53,21,35,45,55,25.0,3.0
ParkingExit,Town12_Rep0_65_3_route0_01_10_10_27_25,no_visible_R4_R5,57,57,False,0,49,0,40,0,46,11,16,4,38,10.0,3.0
ParkingExit,Town12_Rep0_688_0_route0_01_10_04_04_25,R4_R5_shared,174,174,False,34,51,167,7,133,33,18,35,174,159,10.0,3.0
ParkingExit,Town12_Rep0_688_1_route0_01_08_11_12_16,no_visible_R4_R5,355,355,False,0,0,0,352,0,0,0,0,75,346,0.0,3.0
ParkingExit,Town12_Rep0_688_1_route0_01_11_05_27_06,skipped_abnormal_duration,383,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ParkingExit,Town12_Rep0_688_2_route0_01_10_18_08_57,R4_R5_shared,176,176,False,81,99,95,81,14,23,14,87,81,167,16.0,3.0
ParkingExit,Town12_Rep0_748_0_route0_01_08_10_08_27,no_visible_R4_R5,269,269,False,0,0,0,3,0,0,0,0,1,3,0.0,3.0
ParkingExit,Town12_Rep0_748_1_route0_01_08_12_47_29,R4_R5_shared,259,259,False,2,2,26,160,24,1,0,1,26,186,1.0,3.0
ParkingExit,Town12_Rep0_748_2_route0_01_09_11_39_34,R4_R5_shared,270,270,False,235,235,269,1,34,19,165,234,268,264,12.0,3.0
ParkingExit,Town12_Rep0_748_3_route0_01_10_18_49_13,R5_only,272,272,False,0,0,11,63,11,0,0,0,12,73,0.0,3.0
ParkingExit,Town12_Rep0_901_0_route0_01_10_15_39_20,R4_R5_shared,90,90,False,32,32,51,31,19,0,0,32,20,64,9.0,3.0
ParkingExit,Town12_Rep0_901_1_route0_01_10_02_44_40,skipped_abnormal_duration,416,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ParkingExit,Town12_Rep0_901_2_route0_01_09_01_03_45,R4_R5_shared,86,86,False,9,9,22,64,13,0,0,9,16,86,4.0,3.0
ParkingExit,Town12_Rep0_route_001685_route0_01_08_13_14_14,no_visible_R4_R5,101,101,False,0,1,0,7,0,1,0,0,1,7,1.0,2.5
ParkingExit,Town13_Rep0_0_0_route0_01_10_17_05_43,no_visible_R4_R5,58,58,False,0,0,0,39,0,0,0,0,3,39,0.0,2.7916666666666665
ParkingExit,Town13_Rep0_0_10_route0_01_09_16_24_21,no_visible_R4_R5,31,31,False,0,0,0,7,0,0,0,0,1,6,0.0,1.1666666666666667
ParkingExit,Town13_Rep0_0_11_route0_01_11_00_43_42,no_visible_R4_R5,59,59,False,0,0,0,47,0,0,0,0,13,47,0.0,3.0
ParkingExit,Town13_Rep0_0_12_route0_01_09_05_10_51,no_visible_R4_R5,53,53,False,0,0,0,53,0,0,0,0,51,50,0.0,3.0
ParkingExit,Town13_Rep0_0_1_route0_01_08_15_38_16,no_visible_R4_R5,56,56,False,0,0,0,52,0,0,0,0,50,49,0.0,3.0
ParkingExit,Town13_Rep0_0_2_route0_01_09_04_42_38,no_visible_R4_R5,58,58,False,0,0,0,41,0,0,0,0,5,38,0.0,2.25
ParkingExit,Town13_Rep0_0_3_route0_01_10_22_02_16,no_visible_R4_R5,58,58,False,0,0,0,8,0,0,0,0,0,8,0.0,1.2083333333333333
ParkingExit,Town13_Rep0_0_4_route0_01_09_23_00_34,no_visible_R4_R5,58,58,False,0,0,0,57,0,0,0,0,54,55,0.0,3.0
ParkingExit,Town13_Rep0_0_5_route0_01_09_09_53_52,no_visible_R4_R5,59,59,False,0,0,0,52,0,0,0,0,28,50,0.0,3.0
ParkingExit,Town13_Rep0_0_6_route0_01_08_20_29_19,no_visible_R4_R5,57,57,False,0,0,0,2,0,0,0,0,0,2,0.0,1.1666666666666667
ParkingExit,Town13_Rep0_0_7_route0_01_10_04_52_42,no_visible_R4_R5,32,32,False,0,0,0,12,0,0,0,0,2,12,0.0,3.0
ParkingExit,Town13_Rep0_0_8_route0_01_09_04_42_04,no_visible_R4_R5,31,31,False,0,1,0,6,0,1,0,0,0,6,1.0,1.1666666666666667
ParkingExit,Town13_Rep0_0_9_route0_01_10_13_51_04,no_visible_R4_R5,57,57,False,0,0,0,1,0,0,0,0,0,1,0.0,1.2083333333333333
ParkingExit,Town13_Rep0_1117_0_route0_01_10_00_25_40,no_visible_R4_R5,60,60,False,0,58,0,59,0,54,36,50,2,59,15.0,1.5416666666666665
ParkingExit,Town13_Rep0_1117_10_route0_01_09_03_36_30,no_visible_R4_R5,59,59,False,0,4,0,5,0,4,0,0,1,5,3.0,0.9166666666666667
ParkingExit,Town13_Rep0_1117_11_route0_01_08_09_18_16,no_visible_R4_R5,57,57,False,0,5,0,57,0,4,0,1,56,57,1.0,3.0
ParkingExit,Town13_Rep0_1117_12_route0_01_09_05_06_49,no_visible_R4_R5,58,58,False,0,6,0,19,0,6,0,0,0,19,4.0,1.4166666666666665
ParkingExit,Town13_Rep0_1117_1_route0_01_07_22_33_12,no_visible_R4_R5,57,57,False,0,6,0,6,0,6,0,0,0,6,4.0,1.125
ParkingExit,Town13_Rep0_1117_2_route0_01_10_14_52_06,no_visible_R4_R5,56,56,False,0,8,0,1,0,8,0,0,1,1,6.0,2.25
ParkingExit,Town13_Rep0_1117_3_route0_01_09_01_09_49,no_visible_R4_R5,56,56,False,0,1,0,56,0,1,0,0,56,46,1.0,3.0
ParkingExit,Town13_Rep0_1117_4_route0_01_10_18_44_46,no_visible_R4_R5,57,57,False,0,34,0,57,0,28,23,33,56,56,7.0,3.0
ParkingExit,Town13_Rep0_1117_5_route0_01_08_19_31_51,no_visible_R4_R5,59,59,False,0,3,0,58,0,2,0,1,57,50,1.0,3.0
ParkingExit,Town13_Rep0_1117_6_route0_01_09_06_49_45,no_visible_R4_R5,58,58,False,0,35,0,55,0,24,4,30,48,53,6.0,3.0
ParkingExit,Town13_Rep0_1117_7_route0_01_08_06_25_07,no_visible_R4_R5,59,59,False,0,46,0,58,0,31,18,42,57,57,7.0,3.0
ParkingExit,Town13_Rep0_1117_8_route0_01_08_14_23_02,no_visible_R4_R5,59,59,False,0,15,0,59,0,14,0,1,58,51,2.0,3.0
ParkingExit,Town13_Rep0_1117_9_route0_01_09_14_11_41,no_visible_R4_R5,57,57,False,0,5,0,1,0,5,0,0,0,1,4.0,1.0
ParkingExit,Town13_Rep0_1669_0_route0_01_08_20_46_56,no_visible_R4_R5,58,58,False,0,1,0,1,0,1,1,0,1,1,2.0,2.5
ParkingExit,Town13_Rep0_1669_10_route0_01_10_21_15_58,no_visible_R4_R5,58,58,False,0,4,0,56,0,4,1,0,56,46,5.0,3.0
ParkingExit,Town13_Rep0_1669_11_route0_01_10_11_42_48,no_visible_R4_R5,60,60,False,0,1,0,5,0,1,1,0,2,4,4.0,2.0
ParkingExit,Town13_Rep0_1669_1_route0_01_09_12_13_56,no_visible_R4_R5,58,58,False,0,33,0,57,0,33,0,0,6,57,4.0,3.0
ParkingExit,Town13_Rep0_1669_2_route0_01_09_11_39_52,no_visible_R4_R5,58,58,False,0,0,0,57,0,0,0,0,55,53,0.0,3.0
ParkingExit,Town13_Rep0_1669_3_route0_01_09_07_39_10,no_visible_R4_R5,60,60,False,0,31,0,60,0,31,16,0,60,52,6.0,3.0
ParkingExit,Town13_Rep0_1669_4_route0_01_10_02_04_34,skipped_abnormal_duration,471,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ParkingExit,Town13_Rep0_1669_4_route0_01_11_14_36_37,no_visible_R4_R5,58,58,False,0,19,0,1,0,19,1,0,1,0,4.0,2.0
ParkingExit,Town13_Rep0_1669_5_route0_01_10_00_28_52,no_visible_R4_R5,58,58,False,0,0,0,57,0,0,0,0,56,54,0.0,3.0
ParkingExit,Town13_Rep0_1669_6_route0_01_08_23_53_24,skipped_abnormal_duration,475,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ParkingExit,Town13_Rep0_1669_6_route0_01_11_07_43_10,no_visible_R4_R5,60,60,False,0,4,0,27,0,4,1,0,3,26,2.0,2.0
ParkingExit,Town13_Rep0_1669_7_route0_01_10_22_04_16,no_visible_R4_R5,58,58,False,0,0,0,10,0,0,0,0,1,9,0.0,2.0
ParkingExit,Town13_Rep0_1669_8_route0_01_10_12_42_44,no_visible_R4_R5,60,60,False,0,2,0,43,0,2,0,0,4,42,1.0,2.0
ParkingExit,Town13_Rep0_1669_9_route0_01_09_05_33_28,skipped_abnormal_duration,462,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ParkingExit,Town13_Rep0_1669_9_route0_01_11_08_50_57,no_visible_R4_R5,59,59,False,0,11,0,1,0,11,0,0,1,1,2.0,3.0
ParkingExit,Town13_Rep0_99_0_route0_01_10_15_55_27,no_visible_R4_R5,61,61,False,0,28,0,38,0,23,1,5,19,35,3.0,2.7916666666666665
ParkingExit,Town13_Rep0_99_10_route0_01_10_09_46_35,no_visible_R4_R5,60,60,False,0,57,0,37,0,49,26,22,1,37,10.0,1.9166666666666665
ParkingExit,Town13_Rep0_99_11_route0_01_09_19_14_08,no_visible_R4_R5,60,60,False,0,41,0,58,0,29,0,38,56,57,4.0,3.0
ParkingExit,Town13_Rep0_99_1_route0_01_08_13_13_17,no_visible_R4_R5,60,60,False,0,60,0,50,0,59,51,48,10,49,31.0,1.5416666666666667
ParkingExit,Town13_Rep0_99_2_route0_01_10_08_41_54,no_visible_R4_R5,52,52,False,0,52,0,48,0,49,34,49,3,48,20.0,2.2083333333333335
ParkingExit,Town13_Rep0_99_3_route0_01_11_05_21_48,no_visible_R4_R5,58,58,False,0,58,0,45,0,54,16,53,1,45,20.0,1.2916666666666667
ParkingExit,Town13_Rep0_99_4_route0_01_08_09_10_15,no_visible_R4_R5,60,60,False,0,60,0,56,0,59,47,37,1,56,31.0,1.9166666666666665
ParkingExit,Town13_Rep0_99_6_route0_01_10_08_29_20,no_visible_R4_R5,58,58,False,0,57,0,54,0,56,43,29,3,54,36.0,2.1666666666666665
ParkingExit,Town13_Rep0_99_7_route0_01_10_18_16_09,no_visible_R4_R5,59,59,False,0,1,0,9,0,0,0,1,1,9,3.0,1.4166666666666665
ParkingExit,Town13_Rep0_99_8_route0_01_09_23_33_07,no_visible_R4_R5,57,57,False,0,54,0,52,0,52,40,49,8,51,21.0,2.375
ParkingExit,Town13_Rep0_99_9_route0_01_09_16_13_42,no_visible_R4_R5,59,59,False,0,1,0,2,0,0,0,1,1,2,3.0,1.2083333333333335
ParkingExit,Town13_Rep0_route_001686_route0_01_08_23_26_10,no_visible_R4_R5,109,109,False,0,2,0,28,0,2,0,0,0,28,1.0,1.2083333333333333
ParkingExit,Town13_Rep0_route_001747_route0_01_10_19_35_21,no_visible_R4_R5,83,83,False,0,72,0,82,0,66,43,46,56,79,34.0,3.0
ParkingExit,Town15_Rep0_route_001733_route0_01_09_03_17_41,no_visible_R4_R5,71,71,False,0,1,0,1,0,1,1,1,1,1,13.0,2.5
ParkingExit,Town15_Rep0_route_001734_route0_01_11_01_53_00,no_visible_R4_R5,69,69,False,0,20,0,32,0,20,0,0,1,31,6.0,2.0
ParkingExit,Town15_Rep0_route_001735_route0_01_08_10_43_45,no_visible_R4_R5,50,50,False,0,26,0,50,0,26,5,0,46,45,8.0,3.0
ParkingExit,Town15_Rep0_route_001736_route0_01_11_03_43_43,no_visible_R4_R5,47,47,False,0,45,0,47,0,45,38,0,47,42,22.0,3.0
ParkingExit,Town15_Rep0_route_001737_route0_01_10_05_28_06,no_visible_R4_R5,58,58,False,0,1,0,58,0,1,0,0,57,58,10.0,3.0
ParkingExit,Town15_Rep0_route_001738_route0_01_09_19_51_52,no_visible_R4_R5,78,78,False,0,1,0,1,0,1,1,1,1,1,10.0,3.0
ParkingExit,Town15_Rep0_route_001739_route0_01_08_21_50_10,no_visible_R4_R5,41,41,False,0,0,0,41,0,0,0,0,41,41,0.0,3.0
ParkingExit,Town15_Rep0_route_001740_route0_01_09_13_31_17,no_visible_R4_R5,53,53,False,0,0,0,1,0,0,0,0,1,1,0.0,2.5
ParkingExit,Town15_Rep0_route_001741_route0_01_10_09_02_35,no_visible_R4_R5,48,48,False,0,3,0,2,0,3,0,0,1,1,6.0,2.0
ParkingExit,Town15_Rep0_route_001742_route0_01_09_11_58_14,no_visible_R4_R5,40,40,False,0,1,0,1,0,1,0,0,1,1,17.0,3.0
ParkingExit,Town15_Rep0_route_001743_route0_01_09_20_07_24,no_visible_R4_R5,50,50,False,0,1,0,1,0,0,0,1,1,1,2.0,2.5
ParkingExit,Town15_Rep0_route_001744_route0_01_10_05_33_56,no_visible_R4_R5,55,55,False,0,1,0,1,0,1,1,0,1,0,6.0,2.0
ParkingExit,Town15_Rep0_route_001745_route0_01_11_05_14_57,no_visible_R4_R5,54,54,False,0,19,0,54,0,19,0,0,53,41,9.0,3.0
ParkingExit,Town15_Rep0_route_001746_route0_01_09_06_52_55,no_visible_R4_R5,56,56,False,0,36,0,56,0,36,1,1,25,54,15.0,3.0
PedestrianCrossing,Town12_Rep0_1664_0_route0_01_10_20_17_50,R4_R5_shared,154,154,False,55,61,59,23,4,58,2,18,16,66,5.0,2.6666666666666665
PedestrianCrossing,Town12_Rep0_1664_1_route0_01_08_22_37_23,R4_R5_shared,155,155,False,42,47,46,1,4,45,0,15,6,1,5.0,2.5
PedestrianCrossing,Town12_Rep0_171_0_route0_01_10_18_15_53,R5_only,132,132,False,0,74,48,52,48,70,19,35,48,91,21.0,3.0
PedestrianCrossing,Town12_Rep0_171_1_route0_01_10_22_21_19,no_visible_R4_R5,342,342,False,0,1,1,3,1,1,0,0,1,4,12.0,2.75
PedestrianCrossing,Town12_Rep0_185_0_route0_01_07_23_02_28,R4_only,216,216,False,111,116,112,19,1,111,1,11,2,124,7.0,2.5
PedestrianCrossing,Town12_Rep0_2078_0_route0_01_10_19_43_52,R4_only,208,208,False,50,57,50,2,0,53,0,7,1,2,3.0,3.0
PedestrianCrossing,Town12_Rep0_2078_1_route0_01_09_19_22_45,R4_R5_shared,205,205,False,69,89,188,17,119,66,3,29,190,172,15.0,3.0
PedestrianCrossing,Town12_Rep0_2139_0_route0_01_11_01_24_43,R4_R5_shared,268,268,False,39,43,180,88,141,27,0,19,188,267,4.0,3.0
PedestrianCrossing,Town12_Rep0_2152_0_route0_01_11_08_34_06,R4_only,268,268,False,108,112,108,2,0,108,0,18,1,2,4.0,3.0
PedestrianCrossing,Town12_Rep0_2312_0_route0_01_09_17_37_54,R4_R5_shared,222,222,False,47,54,53,8,6,53,0,5,13,2,4.0,3.0
PedestrianCrossing,Town12_Rep0_2341_0_route0_01_09_16_14_20,R4_R5_shared,112,112,False,6,11,52,38,46,9,1,4,62,90,5.0,3.0
PedestrianCrossing,Town12_Rep0_2341_1_route0_01_09_10_34_54,R4_R5_shared,115,115,False,16,35,84,30,68,32,5,11,108,44,15.0,3.0
PedestrianCrossing,Town12_Rep0_2392_0_route0_01_07_22_49_01,R4_R5_shared,216,216,False,29,29,52,114,23,24,0,5,27,161,2.0,3.0
PedestrianCrossing,Town12_Rep0_2654_0_route0_01_09_09_07_48,R5_only,139,139,False,0,0,5,43,5,0,0,0,5,48,0.0,2.5
PedestrianCrossing,Town12_Rep0_2679_0_route0_01_09_06_50_41,R5_only,125,125,False,0,120,119,3,119,0,2,120,119,117,20.0,3.0
PedestrianCrossing,Town12_Rep0_2679_1_route0_01_09_23_48_12,R5_only,129,129,False,0,0,13,46,13,0,0,0,13,59,0.0,3.0
PedestrianCrossing,Town12_Rep0_2804_0_route0_01_10_03_42_11,R4_R5_shared,141,141,False,78,91,110,30,32,90,5,7,88,139,9.0,3.0
PedestrianCrossing,Town12_Rep0_2804_1_route0_01_09_20_12_11,R4_only,146,146,False,6,11,7,21,1,9,0,5,2,21,3.0,2.0
PedestrianCrossing,Town12_Rep0_2858_0_route0_01_10_17_19_14,R4_R5_shared,135,135,False,11,132,53,72,42,130,18,57,43,123,29.0,3.0
PedestrianCrossing,Town12_Rep0_2858_1_route0_01_09_13_23_10,R4_R5_shared,140,140,False,2,26,7,117,5,25,2,1,5,123,5.0,3.0
PedestrianCrossing,Town12_Rep0_2862_0_route0_01_10_03_54_43,R5_only,123,123,False,0,5,15,53,15,4,0,2,15,63,2.0,2.5
PedestrianCrossing,Town12_Rep0_2862_1_route0_01_09_14_49_00,no_visible_R4_R5,131,131,False,0,0,0,0,0,0,0,0,0,0,0.0,0.0
PedestrianCrossing,Town12_Rep0_3211_0_route0_01_09_08_33_59,R4_R5_shared,159,159,False,1,2,4,5,3,2,0,1,3,9,2.0,2.5
PedestrianCrossing,Town12_Rep0_3211_1_route0_01_08_11_15_55,R4_R5_shared,157,157,False,8,94,58,77,50,89,57,16,58,131,8.0,3.0
PedestrianCrossing,Town12_Rep0_3251_0_route0_01_10_13_44_39,skipped_abnormal_duration,475,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
PedestrianCrossing,Town12_Rep0_3251_1_route0_01_09_10_28_46,skipped_abnormal_duration,495,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
PedestrianCrossing,Town12_Rep0_3251_1_route0_01_11_09_48_36,skipped_abnormal_duration,474,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
PedestrianCrossing,Town12_Rep0_3313_0_route0_01_09_01_36_17,R4_R5_shared,209,209,False,60,65,75,70,15,61,1,5,27,138,4.0,3.0
PedestrianCrossing,Town12_Rep0_3313_1_route0_01_09_16_22_39,R4_R5_shared,206,206,False,143,150,197,9,54,143,10,21,206,182,37.0,3.0
PedestrianCrossing,Town12_Rep0_3632_0_route0_01_08_16_23_56,R4_R5_shared,203,203,False,64,68,109,94,45,63,0,10,121,202,4.0,3.0
PedestrianCrossing,Town12_Rep0_3658_0_route0_01_10_06_52_09,R5_only,111,111,False,0,2,22,61,22,2,0,0,38,79,2.0,3.0
PedestrianCrossing,Town12_Rep0_3658_1_route0_01_08_00_30_07,R4_R5_shared,117,117,False,16,21,26,26,10,19,0,7,15,35,4.0,3.0
PedestrianCrossing,Town12_Rep0_3666_0_route0_01_08_15_15_42,R4_R5_shared,154,154,False,1,5,3,62,2,4,0,4,12,62,5.0,1.9583333333333335
PedestrianCrossing,Town12_Rep0_3666_1_route0_01_08_01_51_00,R4_R5_shared,147,147,False,91,107,95,32,4,107,5,4,45,109,10.0,3.0
PedestrianCrossing,Town12_Rep0_3719_0_route0_01_09_17_27_51,R4_R5_shared,145,145,False,51,69,75,38,24,54,1,23,66,102,8.0,3.0
PedestrianCrossing,Town12_Rep0_4163_0_route0_01_08_15_16_45,R4_R5_shared,217,217,False,2,11,147,70,145,8,0,7,169,213,3.0,3.0
PedestrianCrossing,Town12_Rep0_551_0_route0_01_09_02_19_15,R4_R5_shared,112,112,False,4,8,17,94,13,8,0,4,29,108,6.0,3.0
PedestrianCrossing,Town12_Rep0_551_1_route0_01_08_12_19_50,R4_R5_shared,104,104,False,5,9,81,23,76,7,0,6,95,104,3.0,3.0
PedestrianCrossing,Town12_Rep0_715_0_route0_01_08_19_14_12,R4_R5_shared,254,254,False,46,46,213,41,167,38,0,8,214,254,3.0,3.0
PedestrianCrossing,Town12_Rep0_715_1_route0_01_09_08_34_47,R4_R5_shared,256,256,False,52,53,202,53,150,46,0,7,202,253,4.0,3.0
PedestrianCrossing,Town12_Rep0_752_0_route0_01_09_07_20_24,R4_only,272,272,False,200,212,203,40,3,212,39,4,195,236,8.0,3.0
PedestrianCrossing,Town12_Rep0_773_0_route0_01_09_11_19_18,R4_R5_shared,96,96,False,42,50,50,11,8,35,9,23,13,31,10.0,3.0
PedestrianCrossing,Town12_Rep0_773_1_route0_01_10_21_49_12,R4_only,111,111,False,4,7,5,43,1,6,0,6,12,46,4.0,2.5
PedestrianCrossing,Town12_Rep0_827_0_route0_01_09_14_23_55,R4_R5_shared,267,267,False,206,222,220,41,14,222,1,6,230,130,8.0,3.0
PedestrianCrossing,Town12_Rep0_840_0_route0_01_09_00_45_40,R4_only,154,154,False,14,20,14,8,0,18,0,6,0,8,3.0,1.125
PedestrianCrossing,Town12_Rep0_860_0_route0_01_08_07_17_40,R5_only,122,122,False,0,30,71,41,71,26,6,4,71,106,8.0,3.0
PedestrianCrossing,Town12_Rep0_860_1_route0_01_11_01_28_22,R5_only,138,138,False,0,36,87,28,87,34,2,3,87,111,7.0,3.0
PedestrianCrossing,Town12_Rep0_94_0_route0_01_08_23_31_45,R5_only,144,144,False,0,1,36,32,36,0,0,1,36,46,4.0,3.0
PedestrianCrossing,Town12_Rep0_94_1_route0_01_10_05_37_06,R5_only,121,121,False,0,106,81,36,81,4,0,106,81,106,18.0,3.0
PedestrianCrossing,Town12_Rep0_98_0_route0_01_08_00_55_14,R5_only,125,125,False,0,111,125,0,125,0,0,111,125,119,10.0,3.0
PedestrianCrossing,Town12_Rep0_98_1_route0_01_11_00_06_25,R5_only,132,132,False,0,0,12,20,12,0,0,0,12,31,0.0,3.0
PedestrianCrossing,Town13_Rep0_1000_0_route0_01_09_00_05_44,R4_R5_shared,119,119,False,56,89,59,42,3,70,21,53,5,89,54.0,2.6666666666666665
PedestrianCrossing,Town13_Rep0_1000_1_route0_01_09_14_51_00,R4_only,276,276,False,148,168,148,23,0,165,3,13,2,29,29.0,2.6666666666666665
PedestrianCrossing,Town13_Rep0_1023_0_route0_01_10_04_04_58,R4_only,130,130,False,34,70,35,50,1,60,11,48,2,63,39.0,2.166666666666667
PedestrianCrossing,Town13_Rep0_1023_1_route0_01_09_19_24_00,R4_R5_shared,336,336,False,59,75,240,91,181,64,4,30,233,317,21.0,3.0
PedestrianCrossing,Town13_Rep0_1038_0_route0_01_08_05_35_50,R4_R5_shared,161,161,False,25,32,96,35,71,30,0,10,121,74,5.0,3.0
PedestrianCrossing,Town13_Rep0_1038_1_route0_01_08_13_07_40,R4_R5_shared,154,154,False,96,107,105,43,9,25,3,93,19,148,13.0,3.0
PedestrianCrossing,Town13_Rep0_1053_0_route0_01_10_03_46_12,R4_R5_shared,220,220,False,116,132,188,32,72,89,8,45,211,212,16.0,3.0
PedestrianCrossing,Town13_Rep0_1053_1_route0_01_08_08_57_55,R4_R5_shared,227,227,False,73,77,91,108,18,71,0,6,48,177,3.0,2.75
PedestrianCrossing,Town13_Rep0_105_0_route0_01_10_09_18_37,R5_only,129,129,False,0,93,3,26,3,82,30,36,4,27,25.0,2.375
PedestrianCrossing,Town13_Rep0_105_1_route0_01_08_13_36_08,R5_only,124,124,False,0,65,4,21,4,48,12,31,5,23,27.0,1.9583333333333333
PedestrianCrossing,Town13_Rep0_1061_0_route0_01_10_02_11_39,R4_only,270,270,False,113,122,115,25,2,120,1,11,5,27,4.0,3.0
PedestrianCrossing,Town13_Rep0_1061_1_route0_01_08_19_18_00,R5_only,267,267,False,0,1,253,14,253,1,0,1,266,263,3.0,3.0
