scenario,route_id,frame_count,annotation_status,annotation_num_frames,has_r2,r2_frames,r2_ratio,review_required_frames,review_required_ratio,abnormal_duration,status,first_sheet,sheet_dir,primary_rs_distribution,primary_event_distribution
HazardAtSideLaneTwoWays,Town12_Rep0_486_0_route0_01_10_22_29_27,168,success,168,True,168,1.0,168,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_486_0_route0_01_10_22_29_27/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_486_0_route0_01_10_22_29_27,"{""R2"": 168}","{""R-E1"": 143, ""R-E2"": 20, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1227_0_route0_01_10_21_55_12,171,success,171,True,171,1.0,171,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1227_0_route0_01_10_21_55_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1227_0_route0_01_10_21_55_12,"{""R2"": 171}","{""R-E1"": 147, ""R-E2"": 21, ""U-E2"": 3}"
HazardAtSideLaneTwoWays,Town13_Rep0_1227_1_route0_01_10_10_25_59,172,success,172,True,172,1.0,172,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1227_1_route0_01_10_10_25_59/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1227_1_route0_01_10_10_25_59,"{""R2"": 172}","{""R-E1"": 147, ""R-E2"": 16, ""U-E2"": 9}"
HazardAtSideLaneTwoWays,Town13_Rep0_1227_2_route0_01_10_22_21_06,173,success,173,True,173,1.0,173,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1227_2_route0_01_10_22_21_06/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1227_2_route0_01_10_22_21_06,"{""R2"": 173}","{""R-E1"": 149, ""R-E2"": 19, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1228_0_route0_01_09_16_59_40,141,success,141,True,141,1.0,141,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1228_0_route0_01_09_16_59_40/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1228_0_route0_01_09_16_59_40,"{""R2"": 141}","{""R-E1"": 119, ""R-E2"": 22}"
HazardAtSideLaneTwoWays,Town13_Rep0_1228_1_route0_01_09_06_43_53,132,success,132,True,132,1.0,132,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1228_1_route0_01_09_06_43_53/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1228_1_route0_01_09_06_43_53,"{""R2"": 132}","{""R-E1"": 108, ""R-E2"": 15, ""U-E2"": 9}"
HazardAtSideLaneTwoWays,Town13_Rep0_1228_2_route0_01_08_22_48_04,135,success,135,True,135,1.0,135,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1228_2_route0_01_08_22_48_04/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1228_2_route0_01_08_22_48_04,"{""R2"": 135}","{""R-E1"": 108, ""R-E2"": 22, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1293_0_route0_01_10_12_15_32,169,success,169,True,169,1.0,169,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1293_0_route0_01_10_12_15_32/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1293_0_route0_01_10_12_15_32,"{""R2"": 169}","{""R-E1"": 145, ""R-E2"": 16, ""U-E2"": 8}"
HazardAtSideLaneTwoWays,Town13_Rep0_1293_1_route0_01_11_04_17_49,174,success,174,True,174,1.0,174,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1293_1_route0_01_11_04_17_49/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1293_1_route0_01_11_04_17_49,"{""R2"": 174}","{""R-E1"": 150, ""R-E2"": 19, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1293_2_route0_01_10_14_42_01,173,success,173,True,173,1.0,173,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1293_2_route0_01_10_14_42_01/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1293_2_route0_01_10_14_42_01,"{""R2"": 173}","{""R-E1"": 146, ""R-E2"": 21, ""U-E2"": 6}"
HazardAtSideLaneTwoWays,Town13_Rep0_1302_0_route0_01_11_15_04_10,162,success,162,True,162,1.0,162,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1302_0_route0_01_11_15_04_10/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1302_0_route0_01_11_15_04_10,"{""R2"": 162}","{""R-E1"": 140, ""R-E2"": 18, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1302_1_route0_01_08_15_46_08,163,success,163,True,163,1.0,163,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1302_1_route0_01_08_15_46_08/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1302_1_route0_01_08_15_46_08,"{""R2"": 163}","{""R-E1"": 143, ""R-E2"": 16, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1302_2_route0_01_08_21_59_47,164,success,164,True,164,1.0,164,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1302_2_route0_01_08_21_59_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1302_2_route0_01_08_21_59_47,"{""R2"": 164}","{""R-E1"": 138, ""R-E2"": 19, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town13_Rep0_1366_0_route0_01_09_23_48_33,232,success,232,True,232,1.0,232,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1366_0_route0_01_09_23_48_33/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1366_0_route0_01_09_23_48_33,"{""R2"": 232}","{""R-E1"": 207, ""R-E2"": 19, ""U-E2"": 6}"
HazardAtSideLaneTwoWays,Town13_Rep0_1366_2_route0_01_08_11_18_12,181,success,181,True,181,1.0,181,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1366_2_route0_01_08_11_18_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1366_2_route0_01_08_11_18_12,"{""R2"": 181}","{""R-E1"": 158, ""R-E2"": 19, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1367_0_route0_01_08_08_56_18,229,success,229,True,229,1.0,229,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1367_0_route0_01_08_08_56_18/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1367_0_route0_01_08_08_56_18,"{""R2"": 229}","{""R-E1"": 206, ""R-E2"": 19, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1367_1_route0_01_10_08_39_12,181,success,181,True,181,1.0,181,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1367_1_route0_01_10_08_39_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1367_1_route0_01_10_08_39_12,"{""R2"": 181}","{""R-E1"": 158, ""R-E2"": 19, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1367_2_route0_01_10_13_44_09,184,success,184,True,184,1.0,184,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1367_2_route0_01_10_13_44_09/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1367_2_route0_01_10_13_44_09,"{""R2"": 184}","{""R-E1"": 160, ""R-E2"": 19, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1370_0_route0_01_09_12_10_06,201,success,201,True,201,1.0,201,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1370_0_route0_01_09_12_10_06/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1370_0_route0_01_09_12_10_06,"{""R2"": 201}","{""R-E1"": 173, ""R-E2"": 24, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1370_1_route0_01_08_11_47_40,199,success,199,True,199,1.0,199,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1370_1_route0_01_08_11_47_40/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1370_1_route0_01_08_11_47_40,"{""R2"": 199}","{""R-E1"": 175, ""R-E2"": 19, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1370_2_route0_01_10_14_20_07,205,success,205,True,205,1.0,205,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1370_2_route0_01_10_14_20_07/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1370_2_route0_01_10_14_20_07,"{""R2"": 205}","{""R-E1"": 183, ""R-E2"": 16, ""U-E2"": 6}"
HazardAtSideLaneTwoWays,Town13_Rep0_1404_1_route0_01_08_20_05_47,148,success,148,True,148,1.0,148,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1404_1_route0_01_08_20_05_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1404_1_route0_01_08_20_05_47,"{""R2"": 148}","{""R-E1"": 121, ""R-E2"": 23, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1440_0_route0_01_10_17_15_44,180,success,180,True,180,1.0,180,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1440_0_route0_01_10_17_15_44/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1440_0_route0_01_10_17_15_44,"{""R2"": 180}","{""R-E1"": 152, ""R-E2"": 22, ""U-E2"": 6}"
HazardAtSideLaneTwoWays,Town13_Rep0_1440_1_route0_01_08_05_54_33,217,success,217,True,217,1.0,217,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1440_1_route0_01_08_05_54_33/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1440_1_route0_01_08_05_54_33,"{""R2"": 217}","{""R-E1"": 195, ""R-E2"": 20, ""U-E2"": 2}"
HazardAtSideLaneTwoWays,Town13_Rep0_1457_0_route0_01_08_04_41_04,160,success,160,True,160,1.0,160,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1457_0_route0_01_08_04_41_04/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1457_0_route0_01_08_04_41_04,"{""R2"": 160}","{""R-E1"": 138, ""R-E2"": 18, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1457_1_route0_01_09_01_15_27,162,success,162,True,162,1.0,162,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1457_1_route0_01_09_01_15_27/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1457_1_route0_01_09_01_15_27,"{""R2"": 162}","{""R-E1"": 142, ""R-E2"": 16, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1466_0_route0_01_08_20_24_38,168,success,168,True,168,1.0,168,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1466_0_route0_01_08_20_24_38/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1466_0_route0_01_08_20_24_38,"{""R2"": 168}","{""R-E1"": 145, ""R-E2"": 16, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town13_Rep0_1466_1_route0_01_09_17_21_47,167,success,167,True,167,1.0,167,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1466_1_route0_01_09_17_21_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1466_1_route0_01_09_17_21_47,"{""R2"": 167}","{""R-E1"": 146, ""R-E2"": 16, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1475_0_route0_01_11_01_52_16,173,success,173,True,173,1.0,173,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1475_0_route0_01_11_01_52_16/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1475_0_route0_01_11_01_52_16,"{""R2"": 173}","{""R-E1"": 150, ""R-E2"": 16, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town13_Rep0_1475_1_route0_01_08_22_30_14,201,success,201,True,201,1.0,201,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1475_1_route0_01_08_22_30_14/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1475_1_route0_01_08_22_30_14,"{""R2"": 201}","{""R-E1"": 180, ""R-E2"": 16, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1542_0_route0_01_08_21_08_50,129,success,129,True,129,1.0,129,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1542_0_route0_01_08_21_08_50/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1542_0_route0_01_08_21_08_50,"{""R2"": 129}","{""R-E1"": 107, ""R-E2"": 18, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1542_1_route0_01_09_05_37_05,119,success,119,True,119,1.0,119,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1542_1_route0_01_09_05_37_05/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1542_1_route0_01_09_05_37_05,"{""R2"": 119}","{""R-E1"": 96, ""R-E2"": 14, ""U-E2"": 9}"
HazardAtSideLaneTwoWays,Town13_Rep0_1546_0_route0_01_10_15_28_31,175,success,175,True,175,1.0,175,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1546_0_route0_01_10_15_28_31/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1546_0_route0_01_10_15_28_31,"{""R2"": 175}","{""R-E1"": 155, ""R-E2"": 16, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1546_1_route0_01_08_17_01_29,173,success,173,True,173,1.0,173,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1546_1_route0_01_08_17_01_29/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1546_1_route0_01_08_17_01_29,"{""R2"": 173}","{""R-E1"": 148, ""R-E2"": 16, ""U-E2"": 9}"
HazardAtSideLaneTwoWays,Town13_Rep0_1659_0_route0_01_08_20_38_15,143,success,143,True,143,1.0,143,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1659_0_route0_01_08_20_38_15/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1659_0_route0_01_08_20_38_15,"{""R2"": 143}","{""R-E1"": 120, ""R-E2"": 20, ""U-E2"": 3}"
HazardAtSideLaneTwoWays,Town13_Rep0_1659_1_route0_01_08_08_35_22,153,success,153,True,153,1.0,153,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1659_1_route0_01_08_08_35_22/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1659_1_route0_01_08_08_35_22,"{""R2"": 153}","{""R-E1"": 130, ""R-E2"": 19, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town12_Rep0_458_0_route0_01_08_05_52_33,150,success,150,True,150,1.0,123,0.82,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_458_0_route0_01_08_05_52_33/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_458_0_route0_01_08_05_52_33,"{""R2"": 150}","{""R-E1"": 129, ""R-E2"": 16, ""U-E2"": 5}"
HazardAtSideLaneTwoWays,Town13_Rep0_1552_1_route0_01_10_05_22_17,167,success,167,True,167,1.0,135,0.8084,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1552_1_route0_01_10_05_22_17/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1552_1_route0_01_10_05_22_17,"{""R2"": 167}","{""R-E1"": 147, ""R-E2"": 16, ""U-E2"": 4}"
HazardAtSideLaneTwoWays,Town13_Rep0_1552_0_route0_01_09_15_48_47,166,success,166,True,166,1.0,132,0.7952,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1552_0_route0_01_09_15_48_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1552_0_route0_01_09_15_48_47,"{""R2"": 166}","{""R-E1"": 141, ""R-E2"": 16, ""U-E2"": 9}"
HazardAtSideLaneTwoWays,Town12_Rep0_3514_0_route0_01_09_13_45_45,189,success,189,True,183,0.968254,168,0.8889,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_3514_0_route0_01_09_13_45_45/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_3514_0_route0_01_09_13_45_45,"{""R2"": 183, ""R5"": 6}","{""R-E1"": 160, ""R-E2"": 16, ""R-E5"": 6, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town13_Rep0_1305_1_route0_01_08_21_02_12,198,success,198,True,185,0.934343,198,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1305_1_route0_01_08_21_02_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1305_1_route0_01_08_21_02_12,"{""R2"": 185, ""R5"": 13}","{""R-E1"": 162, ""R-E2"": 16, ""R-E5"": 13, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town13_Rep0_1305_2_route0_01_10_05_00_45,200,success,200,True,186,0.93,200,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1305_2_route0_01_10_05_00_45/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1305_2_route0_01_10_05_00_45,"{""R2"": 186, ""R5"": 14}","{""R-E1"": 162, ""R-E2"": 24, ""R-E5"": 14}"
HazardAtSideLaneTwoWays,Town13_Rep0_1305_0_route0_01_08_20_07_42,200,success,200,True,185,0.925,200,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1305_0_route0_01_08_20_07_42/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1305_0_route0_01_08_20_07_42,"{""R2"": 185, ""R5"": 15}","{""R-E1"": 160, ""R-E2"": 25, ""R-E5"": 15}"
HazardAtSideLaneTwoWays,Town12_Rep0_3068_0_route0_01_10_05_11_16,151,success,151,True,138,0.913907,151,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_3068_0_route0_01_10_05_11_16/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_3068_0_route0_01_10_05_11_16,"{""R2"": 138, ""R5"": 13}","{""R-E1"": 116, ""R-E2"": 22, ""R-E5"": 13}"
HazardAtSideLaneTwoWays,Town13_Rep0_1444_1_route0_01_10_23_59_45,168,success,168,True,150,0.892857,168,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1444_1_route0_01_10_23_59_45/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1444_1_route0_01_10_23_59_45,"{""R2"": 150, ""R5"": 18}","{""R-E1"": 127, ""R-E2"": 16, ""R-E5"": 18, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town13_Rep0_1444_0_route0_01_09_19_11_30,167,success,167,True,149,0.892216,167,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1444_0_route0_01_09_19_11_30/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town13_Rep0_1444_0_route0_01_09_19_11_30,"{""R2"": 149, ""R5"": 18}","{""R-E1"": 126, ""R-E2"": 16, ""R-E5"": 18, ""U-E2"": 7}"
HazardAtSideLaneTwoWays,Town12_Rep0_2986_0_route0_01_11_00_37_04,143,success,143,True,125,0.874126,143,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_2986_0_route0_01_11_00_37_04/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/HazardAtSideLaneTwoWays/Town12_Rep0_2986_0_route0_01_11_00_37_04,"{""R2"": 125, ""R5"": 18}","{""R-E1"": 103, ""R-E2"": 16, ""R-E5"": 18, ""U-E2"": 6}"
