scenario,route_id,frame_id,primary_road_structure,primary_event,events,regular_event,overlay_event,source_unusual_event,base_road_structure,intersection_road_structure,age_frames,age_seconds,max_frames,recovery_age_frames,recovery_max_frames,phase,reason
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,39,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,2,0.5,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,40,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,41,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,42,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,43,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,44,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,45,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,46,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,9,2.25,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,47,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,10,2.5,24,2,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,48,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,49,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,50,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_3_route0_01_10_11_45_16,51,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,14,3.5,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,36,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,37,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,38,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,39,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,4,1.0,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,40,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,5,1.25,24,2,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,41,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,6,1.5,24,3,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,42,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,7,1.75,24,4,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,43,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,44,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,45,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,46,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,47,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_5_route0_01_10_22_08_06,48,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,37,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,38,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,39,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,40,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,4,1.0,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,41,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,5,1.25,24,2,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,42,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,43,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,44,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,45,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_6_route0_01_08_17_19_46,46,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,10,2.5,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,35,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,36,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,2,0.5,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,37,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,38,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,39,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,40,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,41,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,7,1.75,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,42,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,8,2.0,24,2,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,43,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,9,2.25,24,3,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,44,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,10,2.5,24,4,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,45,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,11,2.75,24,5,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_7_route0_01_09_12_55_01,46,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,12,3.0,24,6,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,35,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,36,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,37,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,38,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,4,1.0,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,39,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,40,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,41,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,42,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,43,R5,U-E2,R-E5|U-E2,R-E5,U-E2,U-E2,R1,R5,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,44,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,10,2.5,24,1,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkedObstacle,Town13_Rep0_17_8_route0_01_11_00_50_25,45,R5,R-E2,R-E2|R-E5,R-E5,R-E2,U-E2,R1,R5,11,2.75,24,2,12,recovery_to_target_lane,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,25,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,26,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,27,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,28,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,29,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,30,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,31,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,32,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,33,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,34,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,35,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,36,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,37,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,38,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,39,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,41,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_178_0_route0_01_10_13_19_39,42,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,28,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,29,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,30,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,31,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,32,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,33,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,34,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,35,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,36,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,37,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,38,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,39,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,41,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,42,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,43,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,44,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_0_route0_01_09_18_50_59,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,28,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,29,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,30,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,31,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,32,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,33,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,34,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,35,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,36,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,37,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,38,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,39,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,41,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,42,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,43,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,44,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,46,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,47,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCrossingPedestrian,Town12_Rep0_254_1_route0_01_10_02_32_26,48,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
